num; time; angle; duration; errorX; errorY 
1;1511;1;423.13539926730294;-1.1108415299968661;1.0751043203638124
2;756;1;329.1732499321786;-0.10200230860020171;-0.10597690201370735
3;772;1;277.37701337854014;0.022179960757422457;-0.07245084313202299
4;761;1;307.75531136459307;0.12099486267076398;-1.01373604086812
5;1012;1;437.54574701701466;0.012452376789813369;-0.012937003260798885
6;859;1;381.54967743503573;0.507591445437579;-0.9545643659744558
7;3605;1;491.7368850777406;0.4182930181589608;0.44410070914700134
8;653;1;79.03513408867695;0.2033391038947997;1.228236634703181
9;638;1;77.11120943383204;0.11500340617646976;0.023411798980460308
10;608;1;437.4376523006862;-0.06573400682854097;-0.054034477484716126
11;623;1;300.56307304471414;-0.11643497479269915;-0.09661769941881576
12;735;1;58.66372845672776;0.04147098870479016;-0.024813562245189824
13;756;1;298.53766859241205;-0.0027968595135827723;0.10213242645400722
14;952;1;357.0505559173394;-0.03435233796726911;-0.004377540746487996
15;800;1;271.54918974782896;-0.2145023271388219;-0.11778626461751873
16;723;1;304.32999564167955;-0.03274778544874854;0.005843094883830724
17;771;1;3.0142926256788494;0.4216973891399942;1.2795304656373592
18;900;1;114.12977143676122;0.28409695670203006;1.162169468937769
19;819;1;317.5947146215131;0.043031623808710284;-0.08585469516678135
20;838;1;160.93601515366402;-0.20752701584410357;-0.30751268607874904
21;762;1;218.863305402902;1.3139161210801338;0.20563439474088052
22;778;1;423.0282405634398;-0.05984998730667601;0.11926734258309013
23;737;1;501.1230087629741;0.04169247169322332;0.014487416188857072
24;802;1;443.26417807431;-0.09829134537160683;0.13282680996606921
25;1074;1;344.6908551822907;1.401816972506822;0.062001578117961254
26;743;1;188.55533428516347;0.0578198406111311;0.08848282092870377
27;873;1;43.60696049706212;0.6345415968830946;0.5641145706149978
28;677;1;385.1632862303809;-0.1935927926631245;0.10056661031271241
29;795;1;509.90332107230034;-0.20699990046232497;-0.04639062972991581
30;789;1;406.27176654847085;-0.08972759377162344;-0.1347776593683398
31;480;1;301.35157852299903;-0.078026805131329;-0.06189459013024273
32;987;1;317.6413573841579;0.08450484475846398;0.11373188968735692
33;765;1;383.8385761318626;0.1363955343015179;-0.0608796669689029
34;716;1;257.20443995121553;0.09355859293469282;-0.133381476451728
35;953;1;36.051770379612606;0.2792575088783712;-1.2029670704289748
36;820;1;204.5575249202328;-0.18202577468954628;0.08209961715985387
37;611;1;479.2548654887472;-0.13632739590858906;0.03536218870003634
38;855;1;75.32156543258685;-0.08685876385894648;-0.16113041681647727
39;1010;1;24.88650956376115;1.248068146965569;1.0502063885696482
40;773;1;306.5522356399252;-0.23019367143995106;-0.16603095070815072
41;887;1;11.8328342627803;0.20248794865866032;0.9826910945197346
42;645;1;415.670302219945;-0.15974277631960238;-0.1303682959867719
43;815;1;356.4906458646749;0.027476229174517974;-0.1822455435387775
44;646;1;404.88880252546954;-0.13031241255601672;-0.03380876414767209
45;669;1;334.56872249185164;0.10049579319721624;-0.04748176448119806
46;802;1;497.2127359108489;-0.08884901210683649;0.025547365016280743
47;992;1;261.6711372903981;0.011569314006101478;0.037873707699111914
48;845;1;49.95437282840294;0.5592197206640799;-1.762236348976976
49;946;1;327.5564532330001;0.06363841771704071;-0.631959612162359
50;1115;1;49.00709487232311;-0.0564047968952589;-0.32089042236919285
51;631;1;261.4871758487163;-0.010165950462102225;0.16756884908306574
52;818;1;119.30388653144999;-0.05076687613007791;-0.09323859476119112
53;771;1;143.9405143266279;0.1892832769874248;-0.03607008493648067
54;829;1;221.3001250335703;-0.1316900663754743;-0.17146755982349726
55;584;1;547.7604799504784;-0.1182011910855909;0.07776558007100565
56;917;1;155.8298318116499;0.8345298259001754;0.2661911269660737
57;856;1;569.5216346281956;1.7637062670149797;-1.1304696899842135
58;861;1;455.77544132304735;-0.23726965592260435;0.11998712891866647
59;992;1;116.99890807154232;-0.09268052702870849;0.04933390862246082
60;737;1;168.80556630730342;-0.048172520325197615;-0.1591224399594704
61;723;1;547.8030042664649;-0.04373453177105695;0.03392885084992647
62;1009;1;89.27922190084365;-0.7345215136199382;0.28734799049930615
63;963;1;560.615001875285;0.044874269956590496;0.10690663705666159
64;915;1;334.5355244144734;0.0961356826380304;0.004073359301283719
65;905;1;494.06452200270076;-0.03556826085422904;0.012563469620495593
66;990;1;347.10974910686286;0.12429927406166985;0.07010178161344993
67;700;1;287.0521352337172;-1.5806246019952788;0.6135318840935784
68;542;1;474.68294729161073;0.15995808621814156;0.12061382813629651
69;529;1;407.33283269644426;0.055341419991040086;0.19932378878842422
70;970;1;190.70952566057858;0.14443382132670757;-0.09502446687829891
71;1187;1;77.50678134743319;0.24884844477547097;-0.022336341483847333
72;770;1;589.7847586442048;0.20969238102737142;-0.3747517398366913
73;831;1;116.13531152998252;0.12665459577243737;-0.2841705329548338
74;694;1;577.461071853651;-0.11281435240107712;-0.07833533302439555
75;984;1;87.34165527892537;0.059054374619393;-0.48192333199226367
76;587;1;438.1995803769089;-0.12057691597829912;-0.1374063589116314
77;342;1;586.4314407104262;0.025715944483648334;-0.3683621661141535
78;711;1;237.63419526005097;-0.07776824623313822;0.04122625839508237
79;842;1;442.0500990631763;-0.024001938507579756;-0.1090668394253409
80;712;1;313.33066580751637;-0.07220284441038921;0.2292369598822317
81;702;1;538.3866469908396;0.06643215979793582;0.04075110590606679
82;763;1;146.5788675091091;-0.05912668241231689;-0.04304305272559539
83;836;1;96.71796159478765;0.032881941766725875;-0.009162195539038895
84;567;1;363.27800803520887;-0.13792404942997788;0.14933639336894294
85;867;1;391.71057257609823;1.63887278927031;1.0446329625190853
86;827;1;441.1395793708745;0.044993045638175855;-0.10419271647653217
87;602;1;304.2517697712253;0.11051677922593117;-0.1351461551821614
88;477;1;516.6688979682292;-0.04702390843575022;-0.08463984205176572
89;498;1;508.2585980917844;-0.17397302215418609;-0.176818247412871
90;718;1;303.1704797686722;-0.10758642020496945;-0.011045821593013566
91;828;1;74.11696009913287;-0.2862346678907812;-0.1728539977312365
92;927;1;93.77212067882155;-0.11963978455646085;-0.06684304550408032
93;690;1;458.4539498724386;-0.02872556918920155;0.02221315859014228
94;540;1;599.1929923324363;-0.13484728195301876;-0.02919222373138952
95;685;1;249.3920563540752;-0.04372781663956008;-0.09861725570107449
96;474;1;464.58357796117036;-0.03463115051102854;-0.2062368225736092
97;560;1;391.4041710276838;-0.031597212166583205;-0.07334336463950852
98;5417;1;67.45398008121258;-0.6563767386810493;0.8633707113381887
99;584;1;527.4585892045957;-0.07532909973343813;0.011086914268995218
100;961;1;598.7293518143875;0.08344764454873954;-0.036417676415319955
